img_id,CLIP_score
000000000005_starbucks.png,68.12230682373047
000000000006_apple.png,86.78787231445312
000000000009_snapchat.png,71.38516235351562
000000000009_chrome.png,65.7448501586914
000000000003_twitter.png,70.25228881835938
000000000001_starbucks.png,87.02970886230469
000000000004_tiktok.png,67.54043579101562
000000000002_github.png,72.13533782958984
000000000004_instacart.png,73.19192504882812
000000000004_chrome.png,61.76421356201172
000000000002_spotify.png,68.39435577392578
000000000009_facebook.png,63.17723846435547
000000000003_chase.png,75.14593505859375
000000000009_tiktok.png,65.30879211425781
000000000010_tiktok.png,67.38375854492188
000000000008_chase.png,79.05042266845703
000000000007_spotify.png,70.5398941040039
000000000001_chrome.png,61.93450927734375
000000000008_snapchat.png,69.27777862548828
000000000002_tide.png,58.3489990234375
000000000003_tide.png,56.366085052490234
000000000005_chase.png,73.8100814819336
000000000006_twitter.png,81.27815246582031
000000000006_starbucks.png,94.75405883789062
000000000003_instacart.png,68.98899841308594
000000000007_github.png,71.79048919677734
000000000002_starbucks.png,66.48433685302734
000000000010_chrome.png,79.77194213867188
000000000008_tide.png,62.82317352294922
000000000009_tide.png,61.102455139160156
000000000008_facebook.png,68.7082290649414
000000000007_instacart.png,72.65972900390625
000000000001_tiktok.png,66.89886474609375
000000000010_instacart.png,71.4703598022461
000000000008_starbucks.png,78.10003662109375
000000000006_tiktok.png,60.55706787109375
000000000007_apple.png,79.27092742919922
000000000005_facebook.png,62.715599060058594
000000000002_facebook.png,64.7989501953125
000000000009_instacart.png,68.80377197265625
000000000005_twitter.png,62.23697280883789
000000000010_facebook.png,70.03184509277344
000000000005_tide.png,65.3060302734375
000000000004_tide.png,50.951622009277344
000000000005_snapchat.png,49.21537399291992
000000000010_twitter.png,76.79013061523438
000000000002_snapchat.png,64.4254379272461
000000000006_chrome.png,56.286441802978516
000000000010_snapchat.png,69.04866790771484
000000000002_chase.png,79.86485290527344
000000000004_spotify.png,68.85420227050781
000000000009_chase.png,74.64102172851562
000000000008_github.png,70.55509948730469
000000000001_spotify.png,68.90121459960938
000000000009_twitter.png,73.14788818359375
000000000003_facebook.png,63.396427154541016
000000000003_chrome.png,63.04171371459961
000000000004_facebook.png,67.21949005126953
000000000001_apple.png,70.00333404541016
000000000005_github.png,77.81548309326172
000000000010_chase.png,74.36861419677734
000000000004_chase.png,79.92990112304688
000000000003_tiktok.png,55.97886657714844
000000000003_snapchat.png,71.79570770263672
000000000008_spotify.png,68.27515411376953
000000000004_snapchat.png,58.755348205566406
000000000004_apple.png,65.3803939819336
000000000006_facebook.png,65.08171844482422
000000000007_twitter.png,70.29893493652344
000000000001_facebook.png,50.28250503540039
000000000010_apple.png,80.19566345214844
000000000001_chase.png,75.47148895263672
000000000006_spotify.png,70.60885620117188
000000000009_apple.png,85.76934814453125
000000000006_snapchat.png,67.72002410888672
000000000006_github.png,76.10971069335938
000000000001_tide.png,65.78761291503906
000000000001_snapchat.png,66.80367279052734
000000000008_chrome.png,61.50920867919922
000000000002_apple.png,69.77702331542969
000000000008_instacart.png,68.72209167480469
000000000007_facebook.png,64.85779571533203
000000000003_github.png,65.11459350585938
000000000009_starbucks.png,75.96931457519531
000000000003_spotify.png,63.18325424194336
000000000005_tiktok.png,63.50709533691406
000000000007_snapchat.png,65.4734878540039
000000000005_chrome.png,61.22112274169922
000000000007_chase.png,67.46250915527344
000000000008_tiktok.png,66.10423278808594
000000000002_twitter.png,75.3910140991211
000000000009_spotify.png,64.4377212524414
000000000001_twitter.png,73.66371154785156
000000000009_github.png,80.09798431396484
000000000002_chrome.png,61.41649627685547
000000000005_apple.png,66.7728271484375
000000000002_tiktok.png,73.54154205322266
000000000008_twitter.png,70.25676727294922
000000000006_instacart.png,78.49264526367188
000000000004_github.png,66.83143615722656
000000000003_starbucks.png,88.12873077392578
000000000010_tide.png,52.036067962646484
000000000002_instacart.png,72.37071990966797
000000000007_starbucks.png,86.30744171142578
000000000008_apple.png,73.39785766601562
000000000010_starbucks.png,64.46410369873047
000000000005_instacart.png,73.32469940185547
000000000001_github.png,70.54560852050781
000000000005_spotify.png,69.27113342285156
000000000003_apple.png,84.45741271972656
000000000007_tiktok.png,61.98100280761719
000000000001_instacart.png,69.86872863769531
000000000004_starbucks.png,64.23387908935547
000000000004_twitter.png,62.70951843261719
000000000010_spotify.png,64.66414642333984
000000000006_chase.png,69.82620239257812
000000000006_tide.png,60.72271728515625
000000000010_github.png,75.35163879394531
000000000007_tide.png,55.99945068359375
000000000007_chrome.png,67.28555297851562
